#class tools::wcsv::ntuple
#title Deposited energy
#separator 44
#vector_separator 59
#column double Generated
#column double Layer1
#column double Layer2
#column double Layer3
#column double Layer4
#column double Layer5
#column double Layer6
#column double Layer7
#column double Layer8
#column double Layer9
200,178.549,0,0,0,0,0,0,0,0
205,183.358,0,0,0,0,0,0,0,0
210,187.801,0,0,0,0,0,0,0,0
215,193.809,0,0,0,0,0,0,0,0
220,197.188,0,0,0,0,0,0,0,0
225,200.88,0,0,0,0,0,0,0,0
230,203.9,0,0,0,0,0,0,0,0
235,212.743,0,0,0,0,0,0,0,0
240,216.74,0,0,0,0,0,0,0,0
245,221.142,0,0,0,0,0,0,0,0
250,225.774,0,0,0,0,0,0,0,0
255,228.923,0,0,0,0,0,0,0,0
260,233.898,0,0,0,0,0,0,0,0
265,236.794,0,0,0,0,0,0,0,0
270,242.59,0,0,0,0,0,0,0,0
275,248.577,0,0,0,0,0,0,0,0
280,253.307,0,0,0,0,0,0,0,0
285,255.255,0,0,0,0,0,0,0,0
290,261.793,0,0,0,0,0,0,0,0
295,269.077,0,0,0,0,0,0,0,0
300,263.441,0,0,0,0,0,0,0,0
305,275.902,0,0,0,0,0,0,0,0
310,280.482,0,0,0,0,0,0,0,0
315,283.393,0,0,0,0,0,0,0,0
320,291.965,0,0,0,0,0,0,0,0
325,294.001,0,0,0,0,0,0,0,0
330,298.414,0,0,0,0,0,0,0,0
335,297.757,0,0,0,0,0,0,0,0
340,300.09,0,0,0,0,0,0,0,0
345,313.934,0,0,0,0,0,0,0,0
350,314.581,0,0,0,0,0,0,0,0
355,291.246,0,0,0,0,0,0,0,0
360,330.224,0,0,0,0,0,0,0,0
365,305.845,0,0,0,0,0,0,0,0
370,333.078,0,0,0,0,0,0,0,0
375,335.596,0,0,0,0,0,0,0,0
380,342.376,0,0,0,0,0,0,0,0
385,348.099,0,0,0,0,0,0,0,0
390,353.849,0,0,0,0,0,0,0,0
395,354.581,0,0,0,0,0,0,0,0
400,366.055,0,0,0,0,0,0,0,0
405,365.618,0,0,0,0,0,0,0,0
410,369.475,0,0,0,0,0,0,0,0
415,373.808,0,0,0,0,0,0,0,0
420,383.064,0,0,0,0,0,0,0,0
425,383.782,0,0,0,0,0,0,0,0
430,389.502,0,0,0,0,0,0,0,0
435,395.641,0,0,0,0,0,0,0,0
440,397.277,0,0,0,0,0,0,0,0
445,404.554,0,0,0,0,0,0,0,0
450,409.955,0,0,0,0,0,0,0,0
455,411.931,0,0,0,0,0,0,0,0
460,420.952,0,0,0,0,0,0,0,0
465,417.665,0,0,0,0,0,0,0,0
470,424.766,0,0,0,0,0,0,0,0
475,421.894,0,0,0,0,0,0,0,0
