#class tools::wcsv::ntuple
#title Tracker 1 coordinates
#separator 44
#vector_separator 59
#column int EventNumber
#column double Phi
#column double Theta
0,1.5708,3.0601
1,1.5708,3.06119
2,1.5708,3.06225
3,1.5708,3.06326
4,1.5708,3.06425
5,1.5708,3.0652
6,1.5708,3.06612
7,1.5708,3.06702
7,0,0
7,0,0
7,0,0
7,0,0
7,0,0
7,0,0
8,1.5708,3.06788
8,0,0
9,1.5708,3.06872
10,1.5708,3.06954
11,1.5708,3.07033
11,0,0
11,0,0
11,0,0
11,0,0
11,0,0
11,0,0
11,0,0
11,0,0
12,1.5708,3.0711
12,0,0
12,0,0
12,0,0
12,0,0
12,0,0
12,0,0
12,0,0
12,0,0
12,0,0
12,0,0
12,0,0
12,0,0
12,1.50801,2.59668
12,0,0
12,0,0
12,0,0
12,0,0
12,1.60494,2.64833
12,1.52498,2.5919
12,0,0
12,0,0
13,1.5708,3.07184
14,1.5708,3.07257
15,1.5708,3.07328
16,1.5708,3.07397
17,1.5708,3.07464
18,1.5708,3.07529
19,1.5708,3.07593
20,1.5708,3.07656
21,1.5708,3.07716
21,0,0
21,0,0
21,0,0
21,0,0
21,0,0
21,0,0
21,0,0
21,0,0
21,0,0
21,0,0
21,0,0
21,0,0
21,0,0
21,2.05279,2.57204
21,0,0
21,0,0
21,0,0
21,0,0
22,1.5708,3.07776
22,0,0
22,0,0
22,0,0
23,1.5708,3.07834
24,1.5708,3.0789
24,0,0
25,1.5708,3.07946
26,1.5708,3.08
27,1.5708,3.08053
28,1.5708,3.08105
29,1.5708,3.08155
29,0,0
29,0,0
30,1.5708,3.08205
31,1.5708,3.08253
31,0,0
31,0,0
32,1.5708,3.08301
33,1.5708,3.08348
33,0,0
33,0,0
33,0,0
33,0,0
33,0,0
33,0,0
34,1.5708,3.08393
35,1.5708,3.08438
35,0,0
35,0,0
36,1.5708,3.08482
36,0,0
36,0,0
36,0,0
36,0,0
36,0,0
36,0,0
37,1.5708,3.08525
38,1.5708,3.08568
39,1.5708,3.08609
40,1.5708,3.0865
41,1.5708,3.0869
41,0,0
41,0,0
41,0,0
41,0,0
41,0,0
41,0,0
41,0,0
41,0,0
41,0,0
41,0,0
41,0,0
41,0,0
41,0,0
42,1.5708,3.08729
42,0,0
42,0,0
42,0,0
42,0,0
42,0,0
42,0,0
43,1.5708,3.08768
43,0,0
43,0,0
43,0,0
43,0,0
43,0,0
43,0,0
43,0,0
43,0,0
43,0,0
43,0,0
43,0,0
43,2.03977,2.65581
43,0,0
43,0,0
44,1.5708,3.08806
45,1.5708,3.08843
45,0,0
46,1.5708,3.0888
46,0,0
46,0,0
47,1.5708,3.08916
47,0,0
48,1.5708,3.08952
49,1.5708,3.08986
50,1.5708,3.09021
50,0,0
51,1.5708,3.09054
52,1.5708,3.09088
53,1.5708,3.0912
53,0,0
53,0,0
53,0,0
53,0,0
53,0,0
53,0,0
53,0,0
53,0,0
54,1.5708,3.09152
55,1.5708,3.09184
56,1.5708,3.09215
57,1.5708,3.09246
57,0,0
58,1.5708,3.09276
59,1.5708,3.09306
60,1.5708,3.09335
61,1.5708,3.09364
62,1.5708,3.09393
63,1.5708,3.09421
63,0,0
63,0,0
63,0,0
64,1.5708,3.09449
65,1.5708,3.09476
66,1.5708,3.09503
66,0,0
66,0,0
66,0,0
66,0,0
66,0,0
66,0,0
66,0,0
66,0,0
66,0,0
66,-1.23157,2.94573
66,-1.23012,2.9436
66,-1.23074,2.94175
67,1.5708,3.0953
67,0,0
67,0,0
68,1.5708,3.09556
68,0,0
68,0,0
69,1.5708,3.09582
69,0,0
69,0,0
69,0,0
69,0,0
69,0,0
69,0,0
69,0,0
70,1.5708,3.09607
70,0,0
70,0,0
70,0,0
70,0,0
70,0,0
71,1.5708,3.09632
72,1.5708,3.09657
73,1.5708,3.09682
73,0,0
73,0,0
73,0,0
73,0,0
73,0,0
73,0,0
74,1.5708,3.09706
75,1.5708,3.0973
76,1.5708,3.09754
77,1.5708,3.09777
77,0,0
78,1.5708,3.098
78,0,0
78,0,0
78,0,0
78,0,0
78,0,0
78,0,0
78,0,0
78,0,0
78,0,0
78,0,0
78,0,0
78,0,0
79,1.5708,3.09823
80,1.5708,3.09845
81,1.5708,3.09867
81,0,0
81,0,0
81,0,0
81,0,0
81,0,0
81,0,0
82,1.5708,3.09889
82,0,0
82,0,0
82,0,0
82,0,0
83,1.5708,3.09911
83,0,0
83,0,0
84,1.5708,3.09932
84,0,0
84,0,0
84,0,0
84,0,0
84,0,0
84,0,0
84,0,0
85,1.5708,3.09953
86,1.5708,3.09974
86,0,0
86,0,0
86,0,0
86,0,0
86,0,0
86,0,0
87,1.5708,3.09995
88,1.5708,3.10015
89,1.5708,3.10035
89,0,0
89,0,0
89,0,0
89,0,0
89,0,0
89,0.665379,2.65898
89,0.66662,2.65833
89,0.666547,2.65833
89,0,0
89,0,0
89,0,0
89,0,0
90,1.5708,3.10055
91,1.5708,3.10075
92,1.5708,3.10094
92,0,0
92,0,0
93,1.5708,3.10114
93,0,0
93,0,0
93,0,0
93,0,0
93,-0.853526,2.64351
93,0,0
93,0,0
93,0,0
93,0,0
93,0,0
93,0,0
93,0,0
93,0,0
94,1.5708,3.10133
95,1.5708,3.10152
96,1.5708,3.1017
97,1.5708,3.10189
98,1.5708,3.10207
98,0,0
98,0,0
98,0,0
98,0,0
98,0,0
98,0,0
98,0,0
98,0,0
98,1.69736,2.63963
98,0,0
98,0,0
98,0,0
98,0,0
98,0,0
98,0,0
98,0,0
98,0,0
98,0,0
98,0,0
98,0,0
98,0,0
98,0,0
98,0,0
98,0,0
98,0,0
99,1.5708,3.10225
99,0,0
99,0,0
99,0,0
99,2.82764,2.92767
99,0,0
100,1.5708,3.10243
101,1.5708,3.10261
101,0,0
101,0,0
101,0,0
101,0,0
101,0,0
101,0,0
101,0,0
101,0,0
101,0,0
101,0,0
101,0,0
101,0,0
101,0,0
101,0.0777225,2.82191
102,1.5708,3.10278
102,0,0
103,1.5708,3.10296
103,0,0
103,0,0
103,0,0
104,1.5708,3.10313
105,1.5708,3.10361
105,1.57076,3.10361
105,0,0
105,0,0
105,0,0
105,1.99803,3.10546
105,1.56633,3.10358
105,0,0
105,0,0
105,1.56271,3.10361
105,1.55602,3.1036
105,1.55049,3.10357
105,1.54642,3.10357
105,1.54529,3.10357
105,1.59923,3.10279
106,1.5708,3.10347
107,1.5708,3.10364
107,0,0
107,0,0
107,0,0
108,1.5708,3.10424
108,1.57094,3.10423
108,1.57163,3.10425
108,1.56854,3.10413
108,1.56174,3.10454
108,1.55504,3.10475
108,1.55201,3.10486
108,0,0
108,1.61288,3.1051
108,0,0
108,1.57613,3.10439
108,1.57825,3.10444
108,1.57827,3.10444
108,1.57827,3.10444
108,0,0
108,1.58953,2.97522
108,0,0
