#class tools::wcsv::ntuple
#title Tracker 1 coordinates
#separator 44
#vector_separator 59
#column int EventNumber
#column double Phi
#column double Theta
0,-1.5708,2.88381
1,-1.5708,2.88988
2,-1.5708,2.89567
3,-1.5708,2.9012
4,-1.5708,2.9065
5,-1.5708,2.91157
6,-1.5708,2.91643
7,-1.5708,2.92109
8,-1.5708,2.92556
9,-1.5708,2.92986
10,-1.5708,2.93399
11,-1.5708,2.93796
12,-1.5708,2.94179
13,-1.5708,2.94548
14,-1.5708,2.94903
15,-1.5708,2.95246
16,-1.5708,2.95577
17,-1.5708,2.95897
18,-1.5708,2.96206
19,-1.5708,2.96504
20,-1.5708,2.96794
21,-1.5708,2.97073
22,-1.5708,2.97344
23,-1.5708,2.97607
24,-1.5708,2.97862
25,-1.5708,2.98109
26,-1.5708,2.98348
27,-1.5708,2.98581
28,-1.5708,2.98807
29,-1.5708,2.99026
30,-1.5708,2.99239
31,-1.5708,2.99447
32,-1.5708,2.99649
33,-1.5708,2.99845
34,-1.5708,3.00036
35,-1.5708,3.00222
36,-1.5708,3.00403
37,-1.5708,3.0058
38,-1.5708,3.00752
39,-1.5708,3.0092
40,-1.5708,3.01084
41,-1.5708,3.01244
42,-1.5708,3.014
43,-1.5708,3.01552
44,-1.5708,3.01701
45,-1.5708,3.01846
46,-1.5708,3.01988
47,-1.5708,3.02126
48,-1.5708,3.02262
49,-1.5708,3.02394
50,-1.5708,3.02524
51,-1.5708,3.02651
52,-1.5708,3.02775
53,-1.5708,3.02896
54,-1.5708,3.03015
55,-1.5708,3.03132
56,-1.5708,3.03246
57,-1.5708,3.03357
58,-1.5708,3.03467
59,-1.5708,3.03574
60,-1.5708,3.03679
61,-1.5708,3.03782
62,-1.5708,3.03883
63,-1.5708,3.03982
64,-1.5708,3.04079
65,-1.5708,3.04175
66,-1.5708,3.04268
67,-1.5708,3.0436
68,-1.5708,3.0445
69,-1.5708,3.04539
70,-1.5708,3.04626
71,-1.5708,3.04711
72,-1.5708,3.04795
73,-1.5708,3.04878
74,-1.5708,3.04959
75,-1.5708,3.05038
76,-1.5708,3.05116
77,-1.5708,3.05193
78,-1.5708,3.05269
79,-1.5708,3.05343
80,-1.5708,3.05416
81,-1.5708,3.05488
82,-1.5708,3.05559
83,-1.5708,3.05628
84,-1.5708,3.05697
85,-1.5708,3.05764
86,-1.5708,3.05831
87,-1.5708,3.05896
88,-1.5708,3.0596
89,-1.5708,3.06023
90,-1.5708,3.06086
91,-1.5708,3.06147
92,-1.5708,3.06207
93,-1.5708,3.06267
94,-1.5708,3.06326
95,-1.5708,3.06383
96,-1.5708,3.0644
97,-1.5708,3.06496
98,-1.5708,3.06552
99,-1.5708,3.06606
100,-1.5708,3.0666
101,-1.5708,3.06713
102,-1.5708,3.06765
103,-1.5708,3.06817
104,-1.5708,3.06868
105,-1.5708,3.06918
106,-1.5708,3.06967
107,-1.5708,3.07016
108,-1.5708,3.07064
109,-1.5708,3.07111
110,-1.5708,3.07158
111,-1.5708,3.07204
112,-1.5708,3.0725
113,-1.5708,3.07295
114,-1.5708,3.07339
115,-1.5708,3.07383
116,-1.5708,3.07427
117,-1.5708,3.07469
118,-1.5708,3.07512
119,-1.5708,3.07553
120,-1.5708,3.07594
121,-1.5708,3.07635
122,-1.5708,3.07675
123,-1.5708,3.07715
124,-1.5708,3.07754
125,-1.5708,3.07793
126,-1.5708,3.07831
127,-1.5708,3.07869
128,-1.5708,3.07906
129,-1.5708,3.07943
130,-1.5708,3.07979
131,-1.5708,3.08016
132,-1.5708,3.08051
133,-1.5708,3.08086
134,-1.5708,3.08121
135,-1.5708,3.08156
136,-1.5708,3.0819
137,-1.5708,3.08223
138,-1.5708,3.08256
139,-1.5708,3.08289
140,-1.5708,3.08322
141,-1.5708,3.08354
142,-1.5708,3.08386
143,-1.5708,3.08417
144,-1.5708,3.08448
145,-1.5708,3.08479
146,-1.5708,3.0851
147,-1.5708,3.0854
148,-1.5708,3.0857
149,-1.5708,3.08599
150,-1.5708,3.08628
151,-1.5708,3.08657
152,-1.5708,3.08686
153,-1.5708,3.08714
154,-1.5708,3.08742
155,-1.5708,3.0877
156,-1.5708,3.08797
157,-1.5708,3.08824
158,-1.5708,3.08851
159,-1.5708,3.08878
160,-1.5708,3.08904
161,-1.5708,3.0893
162,-1.5708,3.08956
163,-1.5708,3.08982
164,-1.5708,3.09007
165,-1.5708,3.09032
166,-1.5708,3.09057
167,-1.5708,3.09082
168,-1.5708,3.09106
169,-1.5708,3.0913
170,-1.5708,3.09154
171,-1.5708,3.09178
172,-1.5708,3.09201
173,-1.5708,3.09224
174,-1.5708,3.09247
175,-1.5708,3.0927
176,-1.5708,3.09293
177,-1.5708,3.09315
178,-1.5708,3.09337
179,-1.5708,3.09359
180,-1.5708,3.09381
181,-1.5708,3.09403
182,-1.5708,3.09424
183,-1.5708,3.09445
184,-1.5708,3.09466
185,-1.5708,3.09487
186,-1.5708,3.09508
187,-1.5708,3.09528
188,-1.5708,3.09549
189,-1.5708,3.09569
190,-1.5708,3.09589
191,-1.5708,3.09608
192,-1.5708,3.09628
193,-1.5708,3.09647
194,-1.5708,3.09667
195,-1.5708,3.09686
196,-1.5708,3.09705
197,-1.5708,3.09723
198,-1.5708,3.09742
199,-1.5708,3.0976
200,-1.5708,3.09779
201,-1.5708,3.09797
202,-1.5708,3.09815
203,-1.5708,3.09833
204,-1.5708,3.0985
